Postcode,Suburb,Weather_Conditions,Field_Staff,Outage_StartTime,Outage_EndTime,Outage_Hours,Day,DOW,Month
2442,North Haven,High Temperature,9,2024-08-10 03:43:00,2024-08-10 10:19:16.226517,6.604507365762696,10,Saturday,August
2475,Mullumbimby,Storms,4,2024-07-17 19:33:00,2024-07-18 03:11:55.398650,7.6487218473563185,17,Wednesday,July
2474,Byron Bay,Fine_Conditions,6,2024-04-05 22:25:00,2024-04-06 02:18:17.411308,3.8881698078200473,5,Friday,April
2478,Wardell,High Temperature,7,2023-11-27 09:06:00,2023-11-27 15:01:41.255303,5.9281264730779695,27,Monday,November
2479,Coraki,Storms,5,2024-01-29 09:31:00,2024-01-29 13:41:40.637339,4.177954816281693,29,Monday,January
2494,Toormina,Storms,5,2023-12-01 08:33:00,2023-12-01 13:20:25.300316,4.79036119888738,1,Friday,December
2470,Lismore,High Temperature,14,2024-07-20 13:38:00,2024-07-20 17:04:18.543128,3.438484202263432,20,Saturday,July
2442,North Haven,Storms,9,2024-05-21 05:36:00,2024-05-21 12:31:27.771552,6.924380986575858,21,Tuesday,May
2450,Coffs Harbour,Rain,10,2024-05-29 21:55:00,2024-05-30 04:35:06.637873,6.6685105201735855,29,Wednesday,May
2465,Nambucca Heads,Rain,7,2024-08-25 16:30:00,2024-08-26 00:18:11.368909,7.803158030351477,25,Sunday,August
2478,Wardell,Storms,7,2024-09-27 14:23:00,2024-09-27 19:43:25.799785,5.3404999403169136,27,Friday,September
2457,Iluka,High Temperature,10,2024-05-11 16:54:00,2024-05-11 23:12:20.117123,6.305588089750147,11,Saturday,May
2441,Wauchope,Storms,14,2024-08-26 11:40:00,2024-08-26 14:27:29.546457,2.791540682495531,26,Monday,August
2495,Urunga,High Temperature,5,2024-07-02 06:07:00,2024-07-02 15:03:42.293414,8.945081503977544,2,Tuesday,July
2474,Byron Bay,High Temperature,6,2024-05-30 13:49:00,2024-05-30 18:51:38.645656,5.044068237836769,30,Thursday,May
2465,Nambucca Heads,Storms,7,2024-04-08 07:48:00,2024-04-08 16:05:58.710861,8.299641905902977,8,Monday,April
2470,Lismore,High Temperature,14,2024-08-01 08:56:00,2024-08-01 13:49:54.630981,4.898508605796807,1,Thursday,August
2500,Wollongong,High Temperature,14,2024-06-11 18:57:00,2024-06-11 22:36:06.362388,3.6517673299565976,11,Tuesday,June
2495,Urunga,Fine_Conditions,5,2023-11-26 02:21:00,2023-11-26 08:33:37.904337,6.210528982370617,26,Sunday,November
2444,Port Macquarie,Rain,13,2024-09-21 04:59:00,2024-09-21 10:10:28.221421,5.191172616910746,21,Saturday,September
2441,Wauchope,Storms,14,2024-06-06 02:29:00,2024-06-06 07:27:36.489007,4.976802501809791,6,Thursday,June
2443,Lake Cathie,Fine_Conditions,9,2024-07-12 12:00:00,2024-07-12 14:38:28.964965,2.6413791568326688,12,Friday,July
2489,Grafton,High Temperature,4,2023-12-01 23:45:00,2023-12-02 05:33:54.185259,5.815051460824581,1,Friday,December
2472,Casino,High Temperature,13,2024-08-25 03:26:00,2024-08-25 06:24:20.049822,2.9722360615746823,25,Sunday,August
2500,Wollongong,Fine_Conditions,14,2023-11-13 02:28:00,2023-11-13 06:14:58.095061,3.7828041834911628,13,Monday,November
2450,Coffs Harbour,Rain,10,2024-01-28 06:46:00,2024-01-28 11:01:11.564593,4.253212386915212,28,Sunday,January
2444,Port Macquarie,Rain,13,2023-12-17 22:30:00,2023-12-18 04:23:34.733927,5.892981646345353,17,Sunday,December
2485,Nimbin,Rain,3,2023-10-24 11:32:00,2023-10-24 19:09:06.538720,7.618482977870938,24,Tuesday,October
2452,Woolgoolga,Rain,13,2024-04-29 05:34:00,2024-04-29 09:44:19.721467,4.172144851893857,29,Monday,April
2452,Woolgoolga,Rain,13,2024-04-14 00:03:00,2024-04-14 04:08:31.253105,4.092014751305612,14,Sunday,April
2452,Woolgoolga,Rain,13,2024-09-08 02:55:00,2024-09-08 06:11:50.855982,3.2807933284474564,8,Sunday,September
2482,Ballina,High Temperature,9,2023-11-17 08:33:00,2023-11-17 14:24:16.633121,5.854620311347205,17,Friday,November
2441,Wauchope,Storms,14,2024-09-07 22:32:00,2024-09-08 01:48:08.771720,3.269103255497032,7,Saturday,September
2483,Lennox Head,High Temperature,4,2024-02-19 00:24:00,2024-02-19 05:47:35.956654,5.393321292832449,19,Monday,February
2480,Evans Head,Rain,10,2023-10-01 12:51:00,2023-10-01 19:37:01.745506,6.767151529514059,1,Sunday,October
2472,Casino,Rain,13,2024-04-24 17:29:00,2024-04-24 21:42:30.210978,4.225058605038717,24,Wednesday,April
2493,Sawtell,Fine_Conditions,6,2024-06-05 04:40:00,2024-06-05 08:25:33.598537,3.759332926861867,5,Wednesday,June
2464,Bellingen,Storms,5,2024-07-05 23:05:00,2024-07-06 05:34:20.144864,6.488929128848506,5,Friday,July
2484,Byron Bay,High Temperature,7,2024-02-22 19:15:00,2024-02-23 01:13:37.513844,5.977087178872918,22,Thursday,February
2489,Grafton,High Temperature,4,2024-04-30 05:08:00,2024-04-30 10:13:05.645766,5.084901601595703,30,Tuesday,April
2499,South West Rocks,High Temperature,12,2024-09-04 20:22:00,2024-09-05 02:56:49.393169,6.5803869912643025,4,Wednesday,September
2478,Wardell,High Temperature,7,2024-02-03 13:34:00,2024-02-03 21:18:04.947411,7.734707614053413,3,Saturday,February
2440,Bonny Hills,Storms,7,2024-02-29 03:35:00,2024-02-29 09:07:58.234620,5.549509616539084,29,Thursday,February
2460,Grafton,Rain,11,2024-06-29 10:53:00,2024-06-29 16:40:26.228104,5.790618917691726,29,Saturday,June
2488,Stanthorpe,Rain,15,2024-07-15 00:38:00,2024-07-15 05:24:04.223998,4.767839999468853,15,Monday,July
2499,South West Rocks,High Temperature,12,2023-10-24 20:29:00,2023-10-25 01:21:18.844985,4.871901384687775,24,Tuesday,October
2456,Maclean,Rain,8,2023-11-21 18:35:00,2023-11-22 02:21:04.026549,7.767785152401844,21,Tuesday,November
2452,Woolgoolga,Storms,13,2024-07-17 07:33:00,2024-07-17 12:00:03.337511,4.450927086502116,17,Wednesday,July
2492,Coffs Harbour,Fine_Conditions,13,2024-02-06 08:36:00,2024-02-06 10:21:40.700569,1.761305713681749,6,Tuesday,February
2443,Lake Cathie,High Temperature,9,2023-10-26 04:48:00,2023-10-26 09:52:13.489336,5.070413704435239,26,Thursday,October
2488,Stanthorpe,High Temperature,15,2023-11-14 13:11:00,2023-11-14 18:07:27.928655,4.941091293050733,14,Tuesday,November
2489,Grafton,Rain,4,2024-01-05 12:35:00,2024-01-05 19:07:35.883680,6.543301022199884,5,Friday,January
2466,Macksville,Fine_Conditions,11,2024-02-29 08:19:00,2024-02-29 09:59:03.757443,1.6677104007404704,29,Thursday,February
2440,Bonny Hills,High Temperature,7,2023-12-27 03:25:00,2023-12-27 09:29:12.452246,6.0701256239568,27,Wednesday,December
2481,Alstonville,Fine_Conditions,3,2023-11-29 04:18:00,2023-11-29 09:37:29.748503,5.324930139583765,29,Wednesday,November
2491,Casino,Storms,11,2024-09-12 10:42:00,2024-09-12 17:10:45.801634,6.479389342722004,12,Thursday,September
2493,Sawtell,Rain,6,2023-12-18 07:44:00,2023-12-18 15:52:10.843651,8.13634545848594,18,Monday,December
2465,Nambucca Heads,Storms,7,2024-05-22 01:39:00,2024-05-22 08:26:34.714029,6.792976119175688,22,Wednesday,May
2480,Evans Head,Rain,10,2024-03-25 22:06:00,2024-03-26 03:08:37.626960,5.043785266545287,25,Monday,March
2488,Stanthorpe,Fine_Conditions,15,2024-01-02 09:58:00,2024-01-02 13:19:40.199871,3.361166630801745,2,Tuesday,January
2479,Coraki,Storms,5,2024-03-14 22:11:00,2024-03-15 06:19:41.146374,8.144762881540714,14,Thursday,March
2463,Yamba,High Temperature,13,2024-02-06 02:45:00,2024-02-06 07:18:02.477716,4.550688254416026,6,Tuesday,February
2441,Wauchope,High Temperature,14,2024-09-07 23:55:00,2024-09-08 03:31:58.046553,3.616124042436085,7,Saturday,September
2476,Ocean Shores,Rain,4,2023-11-29 14:51:00,2023-11-29 23:55:26.829700,9.074119361231133,29,Wednesday,November
2440,Bonny Hills,Storms,7,2023-12-17 10:26:00,2023-12-17 17:58:45.572121,7.545992255890747,17,Sunday,December
2496,Bellingen,Rain,3,2024-03-03 13:33:00,2024-03-03 22:19:33.562148,8.7759894856493,3,Sunday,March
2485,Nimbin,Rain,3,2024-07-13 14:16:00,2024-07-13 21:15:11.427648,6.986507679982038,13,Saturday,July
2488,Stanthorpe,Storms,15,2024-08-25 04:45:00,2024-08-25 08:12:47.752480,3.4632645778868114,25,Sunday,August
2474,Byron Bay,High Temperature,6,2024-04-20 22:50:00,2024-04-21 04:31:30.411531,5.69178098081638,20,Saturday,April
2494,Toormina,Rain,5,2024-03-24 11:31:00,2024-03-24 17:46:13.706090,6.253807247345061,24,Sunday,March
2456,Maclean,Rain,8,2023-10-21 15:03:00,2023-10-21 21:30:31.308950,6.458696930468292,21,Saturday,October
2475,Mullumbimby,Rain,4,2024-06-23 04:05:00,2024-06-23 11:21:38.310088,7.277308357800027,23,Sunday,June
2483,Lennox Head,Rain,4,2023-12-04 20:06:00,2023-12-05 03:20:36.145933,7.243373870338144,4,Monday,December
2444,Port Macquarie,Storms,13,2024-02-17 03:42:00,2024-02-17 06:33:24.524028,2.8568122299247873,17,Saturday,February
2499,South West Rocks,High Temperature,12,2024-08-29 06:11:00,2024-08-29 12:40:25.927489,6.490535413715421,29,Thursday,August
2457,Iluka,Fine_Conditions,10,2024-07-11 13:50:00,2024-07-11 18:44:38.950121,4.910819478031842,11,Thursday,July
2483,Lennox Head,Rain,4,2023-11-23 20:42:00,2023-11-24 02:14:33.467468,5.542629852227281,23,Thursday,November
2443,Lake Cathie,Rain,9,2024-09-28 21:45:00,2024-09-29 03:52:37.138322,6.1269828671954585,28,Saturday,September
2478,Wardell,Fine_Conditions,7,2024-03-31 20:35:00,2024-04-01 01:31:17.221887,4.938117190859754,31,Sunday,March
2479,Coraki,Storms,5,2024-07-06 17:37:00,2024-07-07 01:22:48.274047,7.7634094574118215,6,Saturday,July
2496,Bellingen,Storms,3,2023-10-31 11:25:00,2023-10-31 19:33:42.192877,8.145053576884123,31,Tuesday,October
2456,Maclean,High Temperature,8,2023-12-18 04:51:00,2023-12-18 10:36:22.436343,5.756232317614118,18,Monday,December
2477,Bangalow,Rain,10,2023-12-26 18:13:00,2023-12-26 22:02:56.248367,3.8322912130908304,26,Tuesday,December
2496,Bellingen,Rain,3,2024-09-30 10:17:00,2024-09-30 15:21:24.993107,5.073609196347053,30,Monday,September
2491,Casino,Storms,11,2024-09-16 19:29:00,2024-09-16 23:04:31.827187,3.5921742186948156,16,Monday,September
2484,Byron Bay,Rain,7,2023-11-04 05:06:00,2023-11-04 13:19:49.953027,8.23054250752473,4,Saturday,November
2442,North Haven,High Temperature,9,2024-07-29 01:32:00,2024-07-29 07:31:43.831345,5.995508706855699,29,Monday,July
2481,Alstonville,High Temperature,3,2024-07-12 07:27:00,2024-07-12 16:20:13.664810,8.88712911382858,12,Friday,July
2498,Macksville,Fine_Conditions,13,2024-08-26 04:17:00,2024-08-26 07:11:26.766272,2.907435075528555,26,Monday,August
2498,Macksville,Rain,13,2024-03-07 18:51:00,2024-03-07 22:12:36.032444,3.3600090120840305,7,Thursday,March
2481,Alstonville,Rain,3,2023-10-11 12:12:00,2023-10-11 19:39:09.307015,7.452585281954004,11,Wednesday,October
2442,North Haven,High Temperature,9,2024-04-04 07:23:00,2024-04-04 14:50:32.350648,7.458986291223629,4,Thursday,April
2497,Nambucca Heads,High Temperature,10,2024-07-28 18:45:00,2024-07-28 23:36:29.397711,4.858166030697172,28,Sunday,July
2479,Coraki,Rain,5,2023-12-14 19:00:00,2023-12-15 03:44:50.514395,8.747365109722788,14,Thursday,December
2474,Byron Bay,High Temperature,6,2024-04-14 19:43:00,2024-04-15 00:58:42.541746,5.26181715172766,14,Sunday,April
2477,Bangalow,Rain,10,2024-07-05 14:44:00,2024-07-05 20:22:38.497731,5.644027147365432,5,Friday,July
2469,South Grafton,High Temperature,6,2024-03-29 01:47:00,2024-03-29 10:01:54.717085,8.248532523734406,29,Friday,March
2480,Evans Head,Storms,10,2023-11-14 04:09:00,2023-11-14 07:56:53.402814,3.798167448418668,14,Tuesday,November
2465,Nambucca Heads,Rain,7,2024-05-04 18:13:00,2024-05-04 22:11:03.871875,3.967742187387565,4,Saturday,May
2483,Lennox Head,Rain,4,2024-02-03 18:17:00,2024-02-04 00:10:58.051136,5.8994586489708585,3,Saturday,February
2498,Macksville,High Temperature,13,2024-01-13 10:41:00,2024-01-13 15:12:22.345975,4.522873881880246,13,Saturday,January
2444,Port Macquarie,Rain,13,2024-04-22 21:31:00,2024-04-23 02:19:46.497904,4.812916084527276,22,Monday,April
2484,Byron Bay,Storms,7,2023-12-05 08:40:00,2023-12-05 14:51:48.286550,6.196746263807215,5,Tuesday,December
2500,Wollongong,Fine_Conditions,14,2024-05-27 00:12:00,2024-05-27 01:27:53.971976,1.264992215471048,27,Monday,May
2479,Coraki,Storms,5,2024-03-21 16:38:00,2024-03-22 01:10:53.806757,8.54827965475726,21,Thursday,March
2490,Lawrence,Fine_Conditions,9,2024-01-06 01:57:00,2024-01-06 07:30:45.726918,5.562701921603587,6,Saturday,January
2483,Lennox Head,Rain,4,2024-04-01 04:33:00,2024-04-01 10:21:50.535210,5.814037558240099,1,Monday,April
2481,Alstonville,Storms,3,2024-07-31 09:41:00,2024-07-31 15:17:22.351980,5.606208883223824,31,Wednesday,July
2478,Wardell,High Temperature,7,2024-02-08 20:36:00,2024-02-09 02:44:06.683719,6.135189922070466,8,Thursday,February
2456,Maclean,Rain,8,2024-05-16 07:57:00,2024-05-16 11:43:44.131824,3.778925506631099,16,Thursday,May
2500,Wollongong,Rain,14,2024-02-27 05:39:00,2024-02-27 08:30:17.955098,2.8549875271057026,27,Tuesday,February
2480,Evans Head,Fine_Conditions,10,2024-09-16 03:42:00,2024-09-16 07:14:08.652245,3.535736734806754,16,Monday,September
2440,Bonny Hills,Rain,7,2024-01-13 20:26:00,2024-01-14 02:00:28.861945,5.574683873632684,13,Saturday,January
2485,Nimbin,High Temperature,3,2024-01-23 22:36:00,2024-01-24 04:42:52.855248,6.114682013206977,23,Tuesday,January
2488,Stanthorpe,Storms,15,2023-11-20 14:23:00,2023-11-20 17:31:36.535756,3.143482154520375,20,Monday,November
2486,Kyogle,Rain,15,2024-01-10 00:38:00,2024-01-10 05:23:06.307204,4.751752001119215,10,Wednesday,January
2442,North Haven,Rain,9,2024-08-12 02:33:00,2024-08-12 08:03:40.015246,5.511115346062101,12,Monday,August
2476,Ocean Shores,High Temperature,4,2024-05-25 07:08:00,2024-05-25 13:31:10.386164,6.386218378880683,25,Saturday,May
2475,Mullumbimby,Rain,4,2023-11-06 21:10:00,2023-11-07 04:37:51.288634,7.464246842842277,6,Monday,November
2460,Grafton,Fine_Conditions,11,2024-02-19 10:37:00,2024-02-19 12:38:38.965344,2.0274903733379372,19,Monday,February
2498,Macksville,High Temperature,13,2024-06-13 16:14:00,2024-06-13 21:54:14.610226,5.670725062821473,13,Thursday,June
2500,Wollongong,Rain,14,2024-04-06 21:37:00,2024-04-07 03:12:26.439697,5.5906776935078115,6,Saturday,April
2491,Casino,Fine_Conditions,11,2024-02-25 10:39:00,2024-02-25 13:43:07.024011,3.0686177808999506,25,Sunday,February
2460,Grafton,Rain,11,2024-07-02 15:06:00,2024-07-02 18:24:54.366099,3.315101694078446,2,Tuesday,July
2474,Byron Bay,Rain,6,2024-01-16 10:04:00,2024-01-16 18:20:27.859913,8.274405531437038,16,Tuesday,January
2443,Lake Cathie,Storms,9,2024-03-30 10:44:00,2024-03-30 16:01:49.412711,5.29705908635884,30,Saturday,March
2463,Yamba,Rain,13,2024-04-12 06:58:00,2024-04-12 11:00:02.920112,4.034144475469235,12,Friday,April
2498,Macksville,Storms,13,2023-12-09 11:39:00,2023-12-09 16:59:17.024911,5.338062475366224,9,Saturday,December
2489,Grafton,Fine_Conditions,4,2024-02-04 15:06:00,2024-02-04 20:16:31.471692,5.1754088032063175,4,Sunday,February
2480,Evans Head,Rain,10,2023-11-27 14:54:00,2023-11-27 19:08:19.432752,4.238731320112358,27,Monday,November
2463,Yamba,High Temperature,13,2024-08-05 19:04:00,2024-08-06 00:09:34.186667,5.092829629617979,5,Monday,August
2496,Bellingen,Fine_Conditions,3,2023-10-03 21:02:00,2023-10-03 22:56:52.501142,1.9145836506905012,3,Tuesday,October
2486,Kyogle,Rain,15,2024-09-15 00:42:00,2024-09-15 05:34:30.834425,4.875231784642252,15,Sunday,September
2496,Bellingen,Fine_Conditions,3,2024-07-24 01:02:00,2024-07-24 03:29:46.093874,2.462803853927427,24,Wednesday,July
2480,Evans Head,Rain,10,2024-01-07 00:54:00,2024-01-07 04:47:46.690777,3.896302993709734,7,Sunday,January
2491,Casino,Fine_Conditions,11,2024-07-30 21:56:00,2024-07-30 23:48:20.132208,1.8722589466489805,30,Tuesday,July
2480,Evans Head,High Temperature,10,2024-04-22 21:20:00,2024-04-23 02:26:21.462878,5.105961910417353,22,Monday,April
2497,Nambucca Heads,Storms,10,2024-06-11 17:26:00,2024-06-11 21:14:59.414280,3.8165039665304477,11,Tuesday,June
2457,Iluka,Storms,10,2023-10-15 01:42:00,2023-10-15 07:23:30.285074,5.691745853827042,15,Sunday,October
2481,Alstonville,Rain,3,2024-05-31 21:08:00,2024-06-01 05:01:16.106107,7.887807252071987,31,Friday,May
2495,Urunga,Fine_Conditions,5,2024-05-27 03:38:00,2024-05-27 05:50:20.314834,2.205643009552816,27,Monday,May
2454,Yamba,Rain,8,2024-03-09 05:15:00,2024-03-09 10:02:37.158760,4.793655211003185,9,Saturday,March
2500,Wollongong,Storms,14,2023-10-31 20:59:00,2023-11-01 01:52:00.002928,4.883334146697043,31,Tuesday,October
2474,Byron Bay,Rain,6,2024-08-09 19:49:00,2024-08-10 01:21:29.585821,5.541551616970126,9,Friday,August
2466,Macksville,Storms,11,2023-11-19 16:23:00,2023-11-19 20:17:31.409569,3.908724880388869,19,Sunday,November
2481,Alstonville,Storms,3,2024-09-04 17:41:00,2024-09-05 01:42:29.586558,8.024885154979103,4,Wednesday,September
2496,Bellingen,Fine_Conditions,3,2024-05-25 02:43:00,2024-05-25 08:58:19.764688,6.255490191077791,25,Saturday,May
2488,Stanthorpe,Fine_Conditions,15,2023-11-02 12:48:00,2023-11-02 14:43:46.900739,1.9296946498086975,2,Thursday,November
2492,Coffs Harbour,Storms,13,2024-04-22 08:00:00,2024-04-22 12:53:05.666141,4.884907261255758,22,Monday,April
2491,Casino,High Temperature,11,2024-06-27 12:10:00,2024-06-27 17:51:23.753567,5.6899315463190385,27,Thursday,June
2497,Nambucca Heads,Rain,10,2024-02-08 16:41:00,2024-02-08 21:22:52.888166,4.698024490518221,8,Thursday,February
2490,Lawrence,Fine_Conditions,9,2023-10-29 09:43:00,2023-10-29 14:41:06.821935,4.968561648482824,29,Sunday,October
2493,Sawtell,Rain,6,2024-01-21 12:26:00,2024-01-21 17:51:58.601903,5.432944973145614,21,Sunday,January
2491,Casino,High Temperature,11,2024-07-31 06:36:00,2024-07-31 11:27:05.508487,4.851530135158006,31,Wednesday,July
2478,Wardell,Storms,7,2024-04-11 13:11:00,2024-04-11 17:53:32.435014,4.709009726188722,11,Thursday,April
2488,Stanthorpe,Storms,15,2024-07-06 08:48:00,2024-07-06 12:28:48.769512,3.680213753362428,6,Saturday,July
2490,Lawrence,Rain,9,2024-05-23 15:19:00,2024-05-23 22:49:26.634191,7.507398386327268,23,Thursday,May
2452,Woolgoolga,High Temperature,13,2024-01-18 10:42:00,2024-01-18 14:03:32.810922,3.3591141449546154,18,Thursday,January
2456,Maclean,High Temperature,8,2024-08-27 13:26:00,2024-08-27 21:24:08.027411,7.968896503061041,27,Tuesday,August
2466,Macksville,High Temperature,11,2024-09-23 20:24:00,2024-09-24 01:02:21.958584,4.639432939895712,23,Monday,September
2494,Toormina,Storms,5,2024-07-18 23:08:00,2024-07-19 04:11:46.573509,5.06293708581419,18,Thursday,July
2469,South Grafton,Fine_Conditions,6,2024-05-27 18:34:00,2024-05-27 23:55:07.289582,5.352024883958528,27,Monday,May
2489,Grafton,Rain,4,2024-06-14 10:46:00,2024-06-14 20:13:52.907827,9.464696618690564,14,Friday,June
2492,Coffs Harbour,High Temperature,13,2024-08-05 19:14:00,2024-08-05 22:17:57.714226,3.0660317293089983,5,Monday,August
2454,Yamba,Fine_Conditions,8,2024-05-18 14:47:00,2024-05-18 17:49:15.375486,3.037604301754942,18,Saturday,May
2489,Grafton,Fine_Conditions,4,2024-03-08 20:51:00,2024-03-09 00:45:01.793259,3.9004981274749944,8,Friday,March
2452,Woolgoolga,Rain,13,2024-04-24 16:01:00,2024-04-24 21:17:16.390728,5.271219646700218,24,Wednesday,April
2483,Lennox Head,Storms,4,2024-07-14 23:45:00,2024-07-15 05:42:20.270026,5.955630562827546,14,Sunday,July
2494,Toormina,Storms,5,2023-11-20 17:22:00,2023-11-21 02:19:05.540422,8.951539006151991,20,Monday,November
2480,Evans Head,Storms,10,2024-06-02 19:00:00,2024-06-02 22:24:33.458668,3.4092940745590927,2,Sunday,June
2493,Sawtell,Rain,6,2024-05-14 20:29:00,2024-05-15 00:59:29.381168,4.5081614355385,14,Tuesday,May
2464,Bellingen,Rain,5,2024-04-14 12:12:00,2024-04-14 20:49:13.326108,8.6203683632005,14,Sunday,April
2476,Ocean Shores,High Temperature,4,2024-05-19 11:35:00,2024-05-19 18:11:22.510048,6.6062527909932784,19,Sunday,May
2444,Port Macquarie,Fine_Conditions,13,2024-09-30 09:45:00,2024-09-30 13:45:05.584206,4.001551168296494,30,Monday,September
2495,Urunga,Rain,5,2023-11-18 20:53:00,2023-11-19 03:40:20.901227,6.789139229709072,18,Saturday,November
2476,Ocean Shores,Fine_Conditions,4,2024-06-02 03:08:00,2024-06-02 09:43:35.674646,6.5932429570964874,2,Sunday,June
2488,Stanthorpe,High Temperature,15,2024-07-03 10:52:00,2024-07-03 14:13:15.565004,3.35432361235954,3,Wednesday,July
2487,Tenterfield,Storms,4,2024-01-31 02:13:00,2024-01-31 09:55:55.889186,7.715524773888583,31,Wednesday,January
2460,Grafton,Fine_Conditions,11,2024-05-07 08:19:00,2024-05-07 11:38:13.965374,3.3205459372751482,7,Tuesday,May
2450,Coffs Harbour,Fine_Conditions,10,2024-08-31 18:49:00,2024-08-31 20:43:44.082555,1.9122451541870191,31,Saturday,August
2490,Lawrence,Storms,9,2024-01-09 13:42:00,2024-01-09 18:18:05.505170,4.6015292138891875,9,Tuesday,January
2486,Kyogle,Storms,15,2024-01-14 18:49:00,2024-01-14 22:03:16.318464,3.2378662399743137,14,Sunday,January
2493,Sawtell,Rain,6,2023-12-28 15:47:00,2023-12-28 21:00:04.226645,5.217840734821597,28,Thursday,December
2481,Alstonville,Rain,3,2023-12-11 23:24:00,2023-12-12 07:48:01.019934,8.400283314991974,11,Monday,December
2500,Wollongong,Storms,14,2024-03-25 22:50:00,2024-03-26 02:13:59.546183,3.399873939625398,25,Monday,March
2460,Grafton,Rain,11,2024-07-07 22:20:00,2024-07-08 05:13:51.484773,6.897634659225646,7,Sunday,July
2476,Ocean Shores,Rain,4,2024-04-30 13:40:00,2024-04-30 21:37:03.325881,7.950923855884037,30,Tuesday,April
2499,South West Rocks,Storms,12,2023-12-13 05:22:00,2023-12-13 11:38:29.579285,6.274883134729405,13,Wednesday,December
2463,Yamba,High Temperature,13,2024-01-12 11:20:00,2024-01-12 14:29:31.620293,3.158783414677525,12,Friday,January
2483,Lennox Head,Storms,4,2024-04-15 16:11:00,2024-04-16 00:49:55.616018,8.648782227272257,15,Monday,April
2475,Mullumbimby,Storms,4,2024-06-21 21:34:00,2024-06-22 03:55:38.060803,6.360572445287607,21,Friday,June
2465,Nambucca Heads,Fine_Conditions,7,2023-11-24 22:45:00,2023-11-25 03:35:45.633573,4.846009325868123,24,Friday,November
2494,Toormina,Rain,5,2024-06-14 03:55:00,2024-06-14 09:20:44.154098,5.428931693910649,14,Friday,June
2495,Urunga,Fine_Conditions,5,2024-06-30 18:53:00,2024-06-30 23:07:15.658190,4.237682830438375,30,Sunday,June
2485,Nimbin,Fine_Conditions,3,2023-12-21 14:05:00,2023-12-21 18:26:49.298248,4.363693957837511,21,Thursday,December
2478,Wardell,Fine_Conditions,7,2024-03-07 03:47:00,2024-03-07 08:01:21.540806,4.239316890489309,7,Thursday,March
2493,Sawtell,High Temperature,6,2024-07-12 17:56:00,2024-07-13 01:58:52.637843,8.047954956463284,12,Friday,July
2475,Mullumbimby,Rain,4,2023-10-19 21:39:00,2023-10-20 05:08:06.158196,7.485043943237516,19,Thursday,October
2441,Wauchope,High Temperature,14,2024-05-01 08:19:00,2024-05-01 11:10:59.438537,2.866510704838016,1,Wednesday,May
2481,Alstonville,High Temperature,3,2024-09-13 03:08:00,2024-09-13 12:03:11.048680,8.919735744506143,13,Friday,September
2489,Grafton,Rain,4,2024-09-10 14:18:00,2024-09-10 21:51:54.917252,7.565254792172839,10,Tuesday,September
2441,Wauchope,Fine_Conditions,14,2024-03-12 02:29:00,2024-03-12 03:56:55.020015,1.4652833373636613,12,Tuesday,March
2487,Tenterfield,Fine_Conditions,4,2024-03-08 22:24:00,2024-03-09 01:20:18.462386,2.9384617739553187,8,Friday,March
2478,Wardell,Storms,7,2023-11-16 20:52:00,2023-11-17 02:32:53.968350,5.6816578750829345,16,Thursday,November
2492,Coffs Harbour,Rain,13,2023-12-10 08:40:00,2023-12-10 11:57:17.610505,3.288225140211772,10,Sunday,December
2441,Wauchope,Fine_Conditions,14,2024-03-31 11:35:00,2024-03-31 14:39:57.067034,3.0825186204804313,31,Sunday,March
2490,Lawrence,Storms,9,2024-06-24 07:58:00,2024-06-24 11:41:37.862384,3.7271839956092085,24,Monday,June
2444,Port Macquarie,Fine_Conditions,13,2024-01-31 19:26:00,2024-01-31 23:23:34.722036,3.9596450099909264,31,Wednesday,January
2456,Maclean,Storms,8,2024-04-14 16:02:00,2024-04-14 20:29:25.972219,4.4572145051846235,14,Sunday,April
2498,Macksville,Fine_Conditions,13,2024-09-28 16:13:00,2024-09-28 18:13:59.403700,2.0165010278841056,28,Saturday,September
2493,Sawtell,Storms,6,2024-04-27 00:07:00,2024-04-27 06:05:25.258624,5.973682951018296,27,Saturday,April
2492,Coffs Harbour,Rain,13,2024-02-10 09:20:00,2024-02-10 12:12:59.860582,2.883294606155114,10,Saturday,February
2493,Sawtell,High Temperature,6,2024-09-03 16:42:00,2024-09-03 22:33:10.572910,5.852936919420625,3,Tuesday,September
2494,Toormina,Storms,5,2023-10-15 13:23:00,2023-10-15 20:24:03.927486,7.017757635010471,15,Sunday,October
2490,Lawrence,Fine_Conditions,9,2024-04-12 11:02:00,2024-04-12 12:29:42.679837,1.4618555101442225,12,Friday,April
2454,Yamba,Rain,8,2024-05-24 05:56:00,2024-05-24 13:45:23.971065,7.823325295755448,24,Friday,May
2478,Wardell,Rain,7,2024-02-06 13:53:00,2024-02-06 21:01:29.897345,7.141638151452321,6,Tuesday,February
2499,South West Rocks,Rain,12,2024-09-14 03:08:00,2024-09-14 07:25:00.289979,4.283413883174884,14,Saturday,September
2452,Woolgoolga,Rain,13,2024-08-04 12:59:00,2024-08-04 18:10:58.564641,5.19960128917434,4,Sunday,August
2481,Alstonville,Rain,3,2024-03-19 20:10:00,2024-03-20 02:10:51.266639,6.014240733190395,19,Tuesday,March
2479,Coraki,Rain,5,2024-05-03 15:49:00,2024-05-03 23:14:59.002186,7.433056162705137,3,Friday,May
